,state,year,quarter,district,count,amount,registeredUsers,appOpens,date,hdi,population
267,Bihar,2021,2,katihar district,3117723,8474000097.458374,353303,10868200,2021-01-01,0.574,128500364
268,Bihar,2021,2,khagaria district,1469798,4091424766.0814676,192428,5916120,2021-01-01,0.574,128500364
269,Bihar,2021,2,saharsa district,1904150,5015686222.710497,243572,7113137,2021-01-01,0.574,128500364
270,Bihar,2021,2,bhagalpur district,5068435,11733711173.397736,496135,9593627,2021-01-01,0.574,128500364
271,Bihar,2021,2,madhubani district,4695466,11634612114.699203,543493,15459649,2021-01-01,0.574,128500364
272,Bihar,2021,2,kishanganj district,1256800,3935360082.170837,174209,5740581,2021-01-01,0.574,128500364
273,Bihar,2021,2,gaya district,4732185,11427447209.341698,624010,17754295,2021-01-01,0.574,128500364
274,Bihar,2021,2,samastipur district,4015424,9848885594.57926,543782,12581028,2021-01-01,0.574,128500364
275,Bihar,2021,2,banka district,999688,2292049412.4399977,185539,6393589,2021-01-01,0.574,128500364
276,Bihar,2021,2,purbi champaran district,6300129,15889825388.130198,733817,20204379,2021-01-01,0.574,128500364
277,Bihar,2021,2,sheohar district,516755,1470937924.1703181,63289,1745845,2021-01-01,0.574,128500364
278,Bihar,2021,2,bhojpur district,2211960,5903541283.277052,363841,7623446,2021-01-01,0.574,128500364
279,Bihar,2021,1,madhepura district,1236738,3829336405.4809704,210098,5733055,2021-01-01,0.574,128500364
280,Bihar,2021,1,purnia district,2732403,7235829630.468956,378977,9959158,2021-01-01,0.574,128500364
281,Bihar,2021,1,nalanda district,2268463,5351626268.902303,426419,9874574,2021-01-01,0.574,128500364
282,Bihar,2021,1,buxar district,879471,2401505831.324938,198162,4019635,2021-01-01,0.574,128500364
283,Bihar,2021,1,darbhanga district,3456999,8967471837.09712,506381,13818215,2021-01-01,0.574,128500364
284,Bihar,2021,1,nawada district,1343218,3497752896.3966985,246611,5920314,2021-01-01,0.574,128500364
285,Bihar,2021,1,jamui district,1038356,2639451343.1973114,188350,4697229,2021-01-01,0.574,128500364
286,Bihar,2021,1,sheikhpura district,300298,824998708.3578898,72003,1414389,2021-01-01,0.574,128500364
287,Bihar,2021,1,siwan district,2823522,6920358606.864025,444057,11680516,2021-01-01,0.574,128500364
288,Bihar,2021,1,muzaffarpur district,5221017,13070944463.381813,728384,19666044,2021-01-01,0.574,128500364
289,Bihar,2021,1,patna district,41272981,88998693556.23962,1881439,47764472,2021-01-01,0.574,128500364
290,Bihar,2021,1,jehanabad district,723928,1700603455.4785092,137074,3267649,2021-01-01,0.574,128500364
291,Bihar,2021,1,rohtas district,2216469,6088176848.290617,404078,9482678,2021-01-01,0.574,128500364
292,Bihar,2021,1,begusarai district,1977439,4651369214.180332,373508,8444119,2021-01-01,0.574,128500364
293,Bihar,2021,1,supaul district,1362458,4085528078.455164,235215,6222688,2021-01-01,0.574,128500364
294,Bihar,2021,1,sitamarhi district,1895158,5446770751.154966,346031,8319923,2021-01-01,0.574,128500364
295,Bihar,2021,1,saran district,3020459,7424026781.043801,507177,13238238,2021-01-01,0.574,128500364
296,Bihar,2021,1,arwal district,430486,1040900664.8794968,76552,1906173,2021-01-01,0.574,128500364
297,Bihar,2021,1,vaishali district,2763964,6839038567.825458,463655,12207307,2021-01-01,0.574,128500364
298,Bihar,2021,1,pashchim champaran district,3418382,9047860514.2711,517219,14874230,2021-01-01,0.574,128500364
299,Bihar,2021,1,gopalganj district,2101332,5212014141.400023,346929,8794900,2021-01-01,0.574,128500364
300,Bihar,2021,1,lakhisarai district,613756,1545725649.9489396,118141,2781792,2021-01-01,0.574,128500364
301,Bihar,2021,1,aurangabad district,1991766,5360695922.721033,303541,8312272,2021-01-01,0.574,128500364
302,Bihar,2021,1,kaimur bhabua district,794062,2190183735.765605,166313,3499932,2021-01-01,0.574,128500364
303,Bihar,2021,1,araria district,1645629,5106231997.785754,276798,7141525,2021-01-01,0.574,128500364
304,Bihar,2021,1,munger district,960092,2192552874.5824203,190196,4044233,2021-01-01,0.574,128500364
305,Bihar,2021,1,katihar district,2323955,6390929745.816675,328252,9357558,2021-01-01,0.574,128500364
306,Bihar,2021,1,khagaria district,1072001,2989173408.7048187,178859,4898855,2021-01-01,0.574,128500364
307,Bihar,2021,1,saharsa district,1467040,4023753805.645499,226755,6552751,2021-01-01,0.574,128500364
308,Bihar,2021,1,bhagalpur district,3729907,8757585231.542503,462764,10257098,2021-01-01,0.574,128500364
309,Bihar,2021,1,madhubani district,3251471,8809359759.376596,506293,14033961,2021-01-01,0.574,128500364
310,Bihar,2021,1,kishanganj district,956184,3331835551.1170974,161635,4008897,2021-01-01,0.574,128500364
311,Bihar,2021,1,gaya district,3790466,8943163048.402979,581376,15207460,2021-01-01,0.574,128500364
312,Bihar,2021,1,samastipur district,2833659,7326852418.778886,505806,12818876,2021-01-01,0.574,128500364
313,Bihar,2021,1,banka district,678449,1625176383.088505,172220,3321178,2021-01-01,0.574,128500364
314,Bihar,2021,1,purbi champaran district,4379932,11804741355.358181,681660,19530766,2021-01-01,0.574,128500364
315,Bihar,2021,1,sheohar district,337930,992124431.7163754,58746,1479515,2021-01-01,0.574,128500364
316,Bihar,2021,1,bhojpur district,1622637,4309305816.184845,338614,7240433,2021-01-01,0.574,128500364
317,Bihar,2021,4,madhepura district,2669341,6728032170.797292,262206,10402002,2021-01-01,0.574,128500364
318,Bihar,2021,4,purnia district,6360264,14308666372.958656,472750,19907962,2021-01-01,0.574,128500364
319,Bihar,2021,4,nalanda district,4304381,9545809062.000435,528281,15223943,2021-01-01,0.574,128500364
320,Bihar,2021,4,buxar district,1873253,4694593050.833861,247005,7400896,2021-01-01,0.574,128500364
321,Bihar,2021,4,darbhanga district,7502523,16126372900.44347,628529,25312106,2021-01-01,0.574,128500364
322,Bihar,2021,4,nawada district,2795470,6745497141.188401,307666,10568023,2021-01-01,0.574,128500364
323,Bihar,2021,4,jamui district,2194277,4855309103.197411,235801,9383204,2021-01-01,0.574,128500364
324,Bihar,2021,4,sheikhpura district,618189,1512241024.6061928,89702,2540493,2021-01-01,0.574,128500364
325,Bihar,2021,4,siwan district,9398007,20337077706.726944,552651,24348910,2021-01-01,0.574,128500364
326,Bihar,2021,4,muzaffarpur district,11287438,25294883682.87165,903775,36050072,2021-01-01,0.574,128500364
327,Bihar,2021,4,patna district,81765610,151293164596.9189,2303852,69546634,2021-01-01,0.574,128500364
328,Bihar,2021,4,jehanabad district,1714631,4022284736.872345,170164,5595078,2021-01-01,0.574,128500364
329,Bihar,2021,4,rohtas district,4602525,11042288316.913973,503828,17122315,2021-01-01,0.574,128500364
330,Bihar,2021,4,begusarai district,4482558,9435583919.991997,463557,15751510,2021-01-01,0.574,128500364
331,Bihar,2021,4,supaul district,3015274,7393939188.486652,293225,11472917,2021-01-01,0.574,128500364
332,Bihar,2021,4,sitamarhi district,4153350,10194421149.628668,432514,15814002,2021-01-01,0.574,128500364
333,Bihar,2021,4,saran district,6615773,15141561808.042288,631469,25767453,2021-01-01,0.574,128500364
334,Bihar,2021,4,arwal district,924102,1877460508.9000678,95398,3126382,2021-01-01,0.574,128500364
335,Bihar,2021,4,vaishali district,5962902,13534123655.11179,576156,22911298,2021-01-01,0.574,128500364
336,Bihar,2021,4,pashchim champaran district,7557978,16286679057.96371,647450,28841290,2021-01-01,0.574,128500364
337,Bihar,2021,4,gopalganj district,4774101,10667558196.345219,432546,18206196,2021-01-01,0.574,128500364
338,Bihar,2021,4,lakhisarai district,1267087,2862649366.653165,146950,4888202,2021-01-01,0.574,128500364
339,Bihar,2021,4,aurangabad district,4053207,8846145771.35975,379357,15198813,2021-01-01,0.574,128500364
340,Bihar,2021,4,kaimur bhabua district,1629114,4043696220.05025,208596,6645159,2021-01-01,0.574,128500364
341,Bihar,2021,4,araria district,3740380,8956552823.263115,346285,14269965,2021-01-01,0.574,128500364
342,Bihar,2021,4,munger district,2073784,4430721083.314227,235246,7353987,2021-01-01,0.574,128500364
343,Bihar,2021,4,katihar district,5138243,11740684681.635273,410498,18358609,2021-01-01,0.574,128500364
344,Bihar,2021,4,khagaria district,2299254,5441172620.197353,224050,8252861,2021-01-01,0.574,128500364
345,Bihar,2021,4,saharsa district,3136205,6870412639.461977,282456,11592957,2021-01-01,0.574,128500364
346,Bihar,2021,4,bhagalpur district,8447521,17306243345.92068,573035,17844987,2021-01-01,0.574,128500364
347,Bihar,2021,4,madhubani district,7114778,15424171780.63515,629986,26796754,2021-01-01,0.574,128500364
348,Bihar,2021,4,kishanganj district,2070748,5895020869.763552,202863,8182123,2021-01-01,0.574,128500364
349,Bihar,2021,4,gaya district,7707242,16641218690.213781,721905,27405704,2021-01-01,0.574,128500364
350,Bihar,2021,4,samastipur district,6267039,13761709165.59499,630218,24109034,2021-01-01,0.574,128500364
351,Bihar,2021,4,banka district,1483610,3162310457.021186,216263,6644455,2021-01-01,0.574,128500364
352,Bihar,2021,4,purbi champaran district,9979391,22867973830.953423,853893,38615069,2021-01-01,0.574,128500364
353,Bihar,2021,4,sheohar district,799885,2042474878.1312933,73732,3184802,2021-01-01,0.574,128500364
354,Bihar,2021,4,bhojpur district,3347510,8040908493.793684,422123,12764671,2021-01-01,0.574,128500364
355,Bihar,2018,3,madhepura district,149943,336637863.733843,49663,0,2018-01-01,0.574,128500364
356,Bihar,2018,3,purnia district,254555,489478561.63340366,94363,0,2018-01-01,0.574,128500364
357,Bihar,2018,3,nalanda district,896006,768203889.8354421,128472,0,2018-01-01,0.574,128500364
358,Bihar,2018,3,buxar district,141186,188136993.80738562,51486,0,2018-01-01,0.574,128500364
359,Bihar,2018,3,darbhanga district,413648,764466707.7610799,132803,0,2018-01-01,0.574,128500364
360,Bihar,2018,3,nawada district,209878,289802022.4357294,59996,0,2018-01-01,0.574,128500364
361,Bihar,2018,3,jamui district,104140,152652365.36698443,43752,0,2018-01-01,0.574,128500364
362,Bihar,2018,3,sheikhpura district,37393,56373786.91673915,18723,0,2018-01-01,0.574,128500364
363,Bihar,2018,3,siwan district,272311,538177446.0290899,98993,0,2018-01-01,0.574,128500364
364,Bihar,2018,3,muzaffarpur district,959708,1265457842.0721817,211519,0,2018-01-01,0.574,128500364
365,Bihar,2018,3,patna district,3360157,3873142430.776816,684421,0,2018-01-01,0.574,128500364
366,Bihar,2018,3,jehanabad district,158009,154263782.76355198,36542,0,2018-01-01,0.574,128500364
367,Bihar,2018,3,rohtas district,701262,668806719.3479261,115023,0,2018-01-01,0.574,128500364
368,Bihar,2018,3,begusarai district,226986,368522165.54476273,102517,0,2018-01-01,0.574,128500364
369,Bihar,2018,3,supaul district,165526,272659476.2168338,55126,0,2018-01-01,0.574,128500364
370,Bihar,2018,3,sitamarhi district,266426,479856960.6130353,86343,0,2018-01-01,0.574,128500364
371,Bihar,2018,3,saran district,366520,636933865.4864707,123407,0,2018-01-01,0.574,128500364
372,Bihar,2018,3,arwal district,78393,92938267.76066552,20402,0,2018-01-01,0.574,128500364
373,Bihar,2018,3,vaishali district,427385,660314110.761917,122105,0,2018-01-01,0.574,128500364
374,Bihar,2018,3,pashchim champaran district,427544,778844052.9981706,124955,0,2018-01-01,0.574,128500364
375,Bihar,2018,3,gopalganj district,218210,422499144.20198405,77944,0,2018-01-01,0.574,128500364
376,Bihar,2018,3,lakhisarai district,129690,136115937.97138983,32649,0,2018-01-01,0.574,128500364
377,Bihar,2018,3,aurangabad district,269704,354055669.18676025,78109,0,2018-01-01,0.574,128500364
378,Bihar,2018,3,kaimur bhabua district,128090,180251318.44516638,42159,0,2018-01-01,0.574,128500364
379,Bihar,2018,3,araria district,167608,428450949.72570324,60052,0,2018-01-01,0.574,128500364
380,Bihar,2018,3,munger district,136515,186691409.16526166,57422,0,2018-01-01,0.574,128500364
381,Bihar,2018,3,katihar district,252857,513132287.79855496,81567,0,2018-01-01,0.574,128500364
382,Bihar,2018,3,khagaria district,145602,245267621.7634195,46130,0,2018-01-01,0.574,128500364
383,Bihar,2018,3,saharsa district,185665,334445151.13590336,58234,0,2018-01-01,0.574,128500364
384,Bihar,2018,3,bhagalpur district,422204,579615297.8454922,131270,0,2018-01-01,0.574,128500364
385,Bihar,2018,3,madhubani district,353968,681883536.8483069,123044,0,2018-01-01,0.574,128500364
386,Bihar,2018,3,kishanganj district,94729,232008456.55016178,33293,0,2018-01-01,0.574,128500364
387,Bihar,2018,3,gaya district,919453,893929004.0264461,160375,0,2018-01-01,0.574,128500364
388,Bihar,2018,3,samastipur district,400049,660092785.6814661,134680,0,2018-01-01,0.574,128500364
389,Bihar,2018,3,banka district,86362,101993248.98606177,37816,0,2018-01-01,0.574,128500364
390,Bihar,2018,3,purbi champaran district,544285,921447417.5581727,162122,0,2018-01-01,0.574,128500364
391,Bihar,2018,3,sheohar district,43723,79579549.20914777,14106,0,2018-01-01,0.574,128500364
392,Bihar,2018,3,bhojpur district,252114,348676280.9394509,92952,0,2018-01-01,0.574,128500364
393,Bihar,2018,2,madhepura district,128793,257666353.5333141,38981,0,2018-01-01,0.574,128500364
394,Bihar,2018,2,purnia district,200492,341288206.35140955,74326,0,2018-01-01,0.574,128500364
395,Bihar,2018,2,nalanda district,306468,368156034.43526965,104076,0,2018-01-01,0.574,128500364
396,Bihar,2018,2,buxar district,95499,121370124.35207516,40109,0,2018-01-01,0.574,128500364
397,Bihar,2018,2,darbhanga district,322140,569573309.6554229,105558,0,2018-01-01,0.574,128500364
398,Bihar,2018,2,nawada district,117582,171877320.67431092,46340,0,2018-01-01,0.574,128500364
399,Bihar,2018,2,jamui district,73817,105507695.66701967,33706,0,2018-01-01,0.574,128500364
400,Bihar,2018,2,sheikhpura district,30292,43496026.134309486,14713,0,2018-01-01,0.574,128500364
401,Bihar,2018,2,siwan district,216997,449888077.39217174,76259,0,2018-01-01,0.574,128500364
402,Bihar,2018,2,muzaffarpur district,554675,841276317.7006266,172315,0,2018-01-01,0.574,128500364
403,Bihar,2018,2,patna district,1650942,2328839155.6378717,568657,0,2018-01-01,0.574,128500364
404,Bihar,2018,2,jehanabad district,76302,94030824.14988841,28922,0,2018-01-01,0.574,128500364
405,Bihar,2018,2,rohtas district,281535,364889751.10899305,91120,0,2018-01-01,0.574,128500364
406,Bihar,2018,2,begusarai district,200949,276462420.9598826,81209,0,2018-01-01,0.574,128500364
407,Bihar,2018,2,supaul district,120248,207587718.3219347,42570,0,2018-01-01,0.574,128500364
408,Bihar,2018,2,sitamarhi district,207834,327556110.6386512,66939,0,2018-01-01,0.574,128500364
409,Bihar,2018,2,saran district,261588,474215326.876581,93576,0,2018-01-01,0.574,128500364
410,Bihar,2018,2,arwal district,41799,51924029.92783449,15827,0,2018-01-01,0.574,128500364
411,Bihar,2018,2,vaishali district,316405,471071129.4019304,96694,0,2018-01-01,0.574,128500364
412,Bihar,2018,2,pashchim champaran district,305553,542379988.9027045,97301,0,2018-01-01,0.574,128500364
413,Bihar,2018,2,gopalganj district,176783,361155964.2833132,60406,0,2018-01-01,0.574,128500364
414,Bihar,2018,2,lakhisarai district,63428,79811566.97732757,25672,0,2018-01-01,0.574,128500364
415,Bihar,2018,2,aurangabad district,166360,242694823.73033327,60487,0,2018-01-01,0.574,128500364
416,Bihar,2018,2,kaimur bhabua district,95278,133155808.11253244,32462,0,2018-01-01,0.574,128500364
417,Bihar,2018,2,araria district,144230,340399877.3329379,45568,0,2018-01-01,0.574,128500364
418,Bihar,2018,2,munger district,104641,135654469.06000394,46015,0,2018-01-01,0.574,128500364
419,Bihar,2018,2,katihar district,218980,363989212.7444124,64523,0,2018-01-01,0.574,128500364
420,Bihar,2018,2,khagaria district,107663,171833273.7425387,36519,0,2018-01-01,0.574,128500364
421,Bihar,2018,2,saharsa district,137218,228422183.974468,46151,0,2018-01-01,0.574,128500364
422,Bihar,2018,2,bhagalpur district,265147,373912200.78000844,106461,0,2018-01-01,0.574,128500364
423,Bihar,2018,2,madhubani district,286112,554829469.6286854,95726,0,2018-01-01,0.574,128500364
424,Bihar,2018,2,kishanganj district,68492,137867030.27901366,24807,0,2018-01-01,0.574,128500364
425,Bihar,2018,2,gaya district,324390,438042055.7809131,126422,0,2018-01-01,0.574,128500364
426,Bihar,2018,2,samastipur district,316985,502582636.032881,107143,0,2018-01-01,0.574,128500364
427,Bihar,2018,2,banka district,62184,71579691.62372304,28923,0,2018-01-01,0.574,128500364
428,Bihar,2018,2,purbi champaran district,373033,650452550.5678003,125890,0,2018-01-01,0.574,128500364
429,Bihar,2018,2,sheohar district,31877,49770706.40070893,10733,0,2018-01-01,0.574,128500364
430,Bihar,2018,2,bhojpur district,179667,260921666.79854035,72766,0,2018-01-01,0.574,128500364
431,Bihar,2018,1,madhepura district,79822,85073945.80231695,26881,0,2018-01-01,0.574,128500364
432,Bihar,2018,1,purnia district,132262,139947209.0171691,51858,0,2018-01-01,0.574,128500364
433,Bihar,2018,1,nalanda district,208901,190613485.9647957,75201,0,2018-01-01,0.574,128500364
434,Bihar,2018,1,buxar district,61490,56987162.135050416,27689,0,2018-01-01,0.574,128500364
435,Bihar,2018,1,darbhanga district,217364,224628301.62800157,74414,0,2018-01-01,0.574,128500364
436,Bihar,2018,1,nawada district,78480,81161592.44495997,32228,0,2018-01-01,0.574,128500364
437,Bihar,2018,1,jamui district,48226,44565632.6441077,23266,0,2018-01-01,0.574,128500364
438,Bihar,2018,1,sheikhpura district,20728,23630132.07561916,10567,0,2018-01-01,0.574,128500364
439,Bihar,2018,1,siwan district,129094,169228975.706601,52000,0,2018-01-01,0.574,128500364
440,Bihar,2018,1,muzaffarpur district,388401,394717112.5966706,125298,0,2018-01-01,0.574,128500364
